what,kind,bundleId,bundleVersion,description,time
java.specification.name,sysinfo,,,"Java Platform API Specification",1310507975569
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1310507975569
java.specification.version,sysinfo,,,"1.6",1310507975569
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1310507975569
java.version,sysinfo,,,"1.6.0_20",1310507975569
java.vm.info,sysinfo,,,"mixed mode",1310507975569
java.vm.name,sysinfo,,,"OpenJDK 64-Bit Server VM",1310507975569
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1310507975569
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1310507975569
java.vm.specification.version,sysinfo,,,"1.0",1310507975569
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1310507975569
java.vm.version,sysinfo,,,"19.0-b09",1310507975569
